Customer Id,Customer Fname,Customer Lname,Customer Email,Customer Password,Customer Segment,Customer City,Customer State,Customer Street,Customer Zipcode,Customer Country,Latitude,Longitude,Customer Birth Date
5819,Mary,Leon,XXXXXXXXX,XXXXXXXXX,Corporate,New Brunswick,NJ,23905 Allen Ridges Suite 861,8901.0,United States,40.48884964,-74.44367218,1999-07-18
6223,Carolyn,Stein,XXXXXXXXX,XXXXXXXXX,Corporate,Columbus,OH,54225 Katherine Way,43230.0,United States,40.69503403,-82.10860443,1990-10-21
9674,Sean,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Taylor,MI,0241 Mark Circles,48180.0,United States,42.55255508,-83.0960846,1979-10-01
11957,Mary,Norman,XXXXXXXXX,XXXXXXXXX,Corporate,Cincinnati,OH,078 Andrews Summit,45238.0,United States,39.36315537,-84.3911438,1953-05-10
2153,Nathan,Price,XXXXXXXXX,XXXXXXXXX,Corporate,Bakersfield,CA,50265 Barry Plain,93307.0,United States,35.31053162,-119.0147934,1983-03-04
6736,Timothy,Guzman,XXXXXXXXX,XXXXXXXXX,Corporate,San Diego,CA,51918 Jones Forest Apt. 053,92129.0,United States,32.95711899,-117.106163,1993-09-19
552,Mary,Harper,XXXXXXXXX,XXXXXXXXX,Corporate,Los Angeles,CA,7680 Rodriguez Springs Apt. 751,90011.0,United States,34.07881928,-117.9346695,2000-02-11
7733,Mary,Torres,XXXXXXXXX,XXXXXXXXX,Corporate,Hanford,CA,88452 Tony Mission,93230.0,United States,36.33087921,-119.6439438,1974-11-02
3424,Patricia,Leblanc,XXXXXXXXX,XXXXXXXXX,Corporate,Clementon,NJ,729 Warner Pine Apt. 696,8021.0,United States,39.81664658,-74.98467255,1973-11-25
1263,Emily,Gould,XXXXXXXXX,XXXXXXXXX,Corporate,Ontario,CA,01144 Andrea Field,91764.0,United States,34.01647949,-117.5505066,1996-07-22
5271,Mary,Hall,XXXXXXXXX,XXXXXXXXX,Corporate,North Hills,CA,008 Strong Trafficway Apt. 239,91343.0,United States,34.23563004,-118.4847031,1974-07-29
7707,Anna,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Brooklyn,NY,607 Arthur Ramp Apt. 575,11216.0,United States,40.67913818,-73.94405365,1981-04-28
12055,Emily,Richardson,XXXXXXXXX,XXXXXXXXX,Corporate,Orlando,FL,34857 Daniel Lodge Apt. 339,32825.0,United States,28.55625916,-81.27587128,1963-10-10
10365,Amy,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Winnetka,CA,24200 Mark Harbor,91306.0,United States,32.67501831,-117.0339661,1982-11-02
1618,Mary,Davidson,XXXXXXXXX,XXXXXXXXX,Corporate,Philadelphia,PA,46927 Miller Trafficway,19139.0,United States,39.95856094,-75.21888733,1976-05-09
11573,Judy,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Brooklyn,NY,93370 Patrick Turnpike,11213.0,United States,40.66923523,-73.9449997,2003-02-17
1331,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Panorama City,CA,9318 Laura Ridge Apt. 137,91402.0,United States,34.15893936,-118.1809387,1987-01-26
5097,Jennifer,Moore,XXXXXXXXX,XXXXXXXXX,Corporate,Martinez,CA,910 Charles Pine,94553.0,United States,38.01199341,-122.1196899,1996-12-03
7178,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Greenville,NC,509 Brian Plaza,27858.0,United States,35.4634819,-77.27427673,1988-07-17
8404,Joshua,Taylor,XXXXXXXXX,XXXXXXXXX,Corporate,Troy,NY,5300 Tiffany Mountains Apt. 061,12180.0,United States,42.73004913,-73.68952942,1982-11-07
10518,Jesse,Dawson,XXXXXXXXX,XXXXXXXXX,Corporate,Rialto,CA,9313 Robinson Center,92376.0,United States,34.1004982,-117.3561707,1984-01-03
1342,Laura,Savage,XXXXXXXXX,XXXXXXXXX,Corporate,Saint Peters,MO,0278 Matthew Circle,63376.0,United States,38.79064941,-90.61938477,1968-09-16
2511,Teresa,Grimes,XXXXXXXXX,XXXXXXXXX,Corporate,Apex,NC,92409 Penny Forge Apt. 577,27502.0,United States,35.72746658,-78.85482025,1990-07-07
248,Christina,Walsh,XXXXXXXXX,XXXXXXXXX,Corporate,Houston,TX,753 Martin Forge Apt. 924,77083.0,United States,26.19818115,-98.24855042,1985-04-11
5917,Ashley,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Mchenry,IL,256 Scott Valleys Suite 328,60050.0,United States,42.34788895,-88.28781891,1990-10-06
10983,Mary,Frank,XXXXXXXXX,XXXXXXXXX,Corporate,Fontana,CA,907 Mcbride Extensions Suite 621,92335.0,United States,34.09395981,-117.4498901,1993-05-23
11114,Mary,Owens,XXXXXXXXX,XXXXXXXXX,Corporate,Columbus,OH,62345 Johnson Spring,43230.0,United States,39.8379364,-83.28687286,1967-07-21
5902,Mary,Jones,XXXXXXXXX,XXXXXXXXX,Corporate,Mission,TX,312 Blake Meadows Apt. 868,78572.0,United States,26.20306206,-98.30255127,1994-01-23
1219,Angela,Freeman,XXXXXXXXX,XXXXXXXXX,Corporate,Detroit,MI,4055 Eric Fork,48205.0,United States,42.42877197,-82.98252869,2008-04-16
4269,Mary,Calderon,XXXXXXXXX,XXXXXXXXX,Corporate,Tustin,CA,62963 Alexander View,92780.0,United States,33.77279663,-117.8358154,2004-02-24
6725,Mary,Alexander,XXXXXXXXX,XXXXXXXXX,Corporate,Philadelphia,PA,11322 Nicholas Corner,19134.0,United States,39.98654556,-75.1084671,1971-05-26
5054,Paul,Thomas,XXXXXXXXX,XXXXXXXXX,Corporate,Brooklyn,NY,966 Ashley Passage,11214.0,United States,40.60320664,-73.99624634,1962-07-09
10648,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Los Angeles,CA,67070 Phillip Land Suite 358,90007.0,United States,33.95978928,-118.3832703,1978-08-22
4986,Katherine,Cole,XXXXXXXXX,XXXXXXXXX,Corporate,Santa Ana,CA,850 Fowler Brook Suite 595,92707.0,United States,33.66559982,-117.8830566,1959-10-23
6708,Mary,Costa,XXXXXXXXX,XXXXXXXXX,Corporate,Virginia Beach,VA,094 Eric Greens Suite 242,23455.0,United States,36.91083145,-76.12958527,1985-09-11
6872,Mary,Lloyd,XXXXXXXXX,XXXXXXXXX,Corporate,Azusa,CA,925 Chad Canyon,91702.0,United States,34.13360977,-117.9058914,1994-09-29
11170,Mary,Newman,XXXXXXXXX,XXXXXXXXX,Corporate,Philadelphia,PA,32243 Estrada Throughway,19149.0,United States,40.03775024,-75.06806183,1988-09-20
4707,Victoria,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Harvey,IL,089 Austin Mill,60426.0,United States,41.82725143,-87.77909851,1982-03-13
3085,Richard,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Cleveland,OH,888 Jessica Ramp Apt. 967,44102.0,United States,41.44094086,-81.70545197,1962-09-24
2319,Mary,Holland,XXXXXXXXX,XXXXXXXXX,Corporate,Jackson,MI,947 Kayla Centers Suite 999,49201.0,United States,42.27891541,-84.46027374,1966-07-20
3302,Terry,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Salem,OR,381 Zachary Street Suite 693,97301.0,United States,44.95619965,-123.0315933,1992-11-27
10226,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Murfreesboro,TN,005 Hall Throughway Apt. 695,37130.0,United States,35.80252075,-86.36358643,1990-03-23
2456,Joan,Donaldson,XXXXXXXXX,XXXXXXXXX,Corporate,York,PA,22281 Evans Expressway,17402.0,United States,39.9602356,-76.67675781,1987-08-28
4477,Jonathan,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Duluth,GA,40548 Walton Court Suite 400,30096.0,United States,33.98516083,-84.15899658,1987-02-28
4427,Edward,Soto,XXXXXXXXX,XXXXXXXXX,Corporate,Carlisle,PA,567 Perez Brook,17013.0,United States,40.03171921,-76.87709808,1984-12-06
3628,Alice,Michael,XXXXXXXXX,XXXXXXXXX,Corporate,Elgin,IL,449 Mark Cape,60120.0,United States,42.01158905,-88.2883606,1997-07-27
11791,Mary,Lee,XXXXXXXXX,XXXXXXXXX,Corporate,Riverside,CA,141 Jessica Way Suite 334,92509.0,United States,34.00926971,-117.4454727,1990-04-04
5935,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Philadelphia,PA,693 Randy Radial Apt. 787,19148.0,United States,39.9560318,-75.19243622,1974-04-04
12381,Mary,Olsen,XXXXXXXXX,XXXXXXXXX,Corporate,Austin,TX,1686 Huffman Ports Suite 829,78704.0,United States,30.2586937,-97.76625061,1998-10-02
6227,David,Weber,XXXXXXXXX,XXXXXXXXX,Corporate,New Brunswick,NJ,29275 Damon Haven Suite 939,8901.0,United States,40.48884964,-74.44367218,1984-10-13
1899,Susan,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Norfolk,VA,5079 Tracy Key Apt. 827,23503.0,United States,36.94200516,-76.24208069,1996-05-24
11337,Mary,Howell,XXXXXXXXX,XXXXXXXXX,Corporate,Danbury,CT,4271 Duncan Route Apt. 763,6810.0,United States,39.3490448,-84.37216187,2008-03-03
5941,Douglas,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Newark,OH,5603 Castaneda Glen,43055.0,United States,40.06034088,-82.40966034,1991-05-13
2871,Sharon,Mitchell,XXXXXXXXX,XXXXXXXXX,Corporate,Marietta,GA,279 Jones Lakes Apt. 532,30066.0,United States,34.03212357,-84.51288605,1952-09-09
11586,Nancy,Wright,XXXXXXXXX,XXXXXXXXX,Corporate,New Orleans,LA,7806 Susan Alley,70122.0,United States,29.97639275,-90.06568146,1992-04-08
4070,Mary,Steele,XXXXXXXXX,XXXXXXXXX,Corporate,Bridgeton,NJ,25332 Jennifer Valleys,8302.0,United States,39.44585037,-75.22688294,1986-03-27
10591,Deborah,Humphrey,XXXXXXXXX,XXXXXXXXX,Corporate,Plymouth,MA,8112 Carol Garden,2360.0,United States,41.92156601,-70.79362488,1988-05-23
7268,Mary,Reed,XXXXXXXXX,XXXXXXXXX,Corporate,Davis,CA,307 Hill Heights,95616.0,United States,38.54666138,-121.7412109,1979-04-14
3598,Marilyn,Morris,XXXXXXXXX,XXXXXXXXX,Corporate,Tucson,AZ,5722 Mann Divide Apt. 358,85719.0,United States,32.27982712,-110.9582291,2005-11-03
1958,Mary,Ward,XXXXXXXXX,XXXXXXXXX,Corporate,Lancaster,PA,5546 Ortega Mall Apt. 635,17601.0,United States,40.0741272,-76.35184479,1977-11-24
9307,Mary,Frederick,XXXXXXXXX,XXXXXXXXX,Corporate,Stone Mountain,GA,056 Judy Rapids Suite 337,30083.0,United States,33.94672775,-83.99053192,1981-02-16
3995,Kathryn,Gallegos,XXXXXXXXX,XXXXXXXXX,Corporate,North Las Vegas,NV,7250 James Creek Apt. 239,89030.0,United States,36.19946671,-115.1088638,1988-07-13
3485,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,San Bernardino,CA,3213 Baker Hills,92410.0,United States,34.11592865,-117.2950821,1977-02-26
5732,Jacob,Perry,XXXXXXXXX,XXXXXXXXX,Corporate,Frankfort,KY,622 Darren Circle Suite 020,40601.0,United States,38.11861801,-84.96742249,1990-11-05
8100,Victoria,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Upland,CA,133 Martin Islands,91786.0,United States,34.10403824,-117.6700363,1996-07-19
1475,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Rosemead,CA,518 Kellie Passage Apt. 955,91770.0,United States,33.98826981,-118.0931091,1996-08-25
7113,Mary,Shepherd,XXXXXXXXX,XXXXXXXXX,Corporate,North Richland Hills,TX,8767 Garrett Creek Apt. 432,76180.0,United States,32.84292221,-97.22615814,1998-04-18
10667,Walter,Prince,XXXXXXXXX,XXXXXXXXX,Corporate,Methuen,MA,3565 Melanie Ports,1844.0,United States,42.77627945,-71.15115356,1977-05-14
10643,Katherine,Delgado,XXXXXXXXX,XXXXXXXXX,Corporate,Escondido,CA,543 Lam Village Suite 599,92025.0,United States,34.3919754,-117.3726425,1968-08-19
2571,Zachary,Beasley,XXXXXXXXX,XXXXXXXXX,Corporate,Mount Pleasant,MI,43395 Matthew Streets Suite 713,48858.0,United States,43.61513138,-84.60793304,1999-11-08
8650,Patricia,Fitzpatrick,XXXXXXXXX,XXXXXXXXX,Corporate,Buffalo,NY,921 Reed Forges Suite 316,14221.0,United States,42.97251892,-78.69691467,1994-06-08
4429,Sara,Graves,XXXXXXXXX,XXXXXXXXX,Corporate,Dallas,TX,878 Cook Lodge Apt. 957,75220.0,United States,32.86539459,-96.86858368,1991-06-09
8037,Mary,Mclaughlin,XXXXXXXXX,XXXXXXXXX,Corporate,Salem,OR,6923 Cody Turnpike,97303.0,United States,45.01759338,-123.0200729,1954-06-07
9352,Mary,Lewis,XXXXXXXXX,XXXXXXXXX,Corporate,South El Monte,CA,3198 Rodney Ramp Suite 317,91733.0,United States,34.0500412,-118.0595932,1980-01-21
9432,Hannah,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Sugar Land,TX,62769 Cabrera Roads,77479.0,United States,26.23747635,-98.09152985,1976-10-21
695,Sara,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Roswell,NM,9979 Morris Ports Apt. 878,88201.0,United States,33.44919205,-104.5260162,1997-06-22
9511,Joshua,Brady,XXXXXXXXX,XXXXXXXXX,Corporate,Harvey,IL,54257 Bennett Skyway Apt. 383,60426.0,United States,41.6237793,-87.6486969,1976-01-19
6492,Bryan,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Provo,UT,3576 Kimberly Overpass Apt. 303,84604.0,United States,40.3957901,-111.5488815,1996-08-02
9112,Joseph,Callahan,XXXXXXXXX,XXXXXXXXX,Corporate,Bay Shore,NY,6799 Jesse Gardens,11706.0,United States,40.74021912,-73.30046845,1995-09-01
7532,Mary,Liu,XXXXXXXXX,XXXXXXXXX,Corporate,Philadelphia,PA,59883 Francisco Lights Suite 439,19104.0,United States,39.95473099,-75.20536804,2007-09-16
6950,Nicholas,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Marrero,LA,60696 Kelly Shoal,70072.0,United States,29.90017891,-90.10057068,1970-01-18
4830,Henry,Jones,XXXXXXXXX,XXXXXXXXX,Corporate,Philadelphia,PA,187 Mcguire Meadows Apt. 531,19131.0,United States,39.9591713,-75.24291229,1977-06-10
6967,Johnny,Rodriguez,XXXXXXXXX,XXXXXXXXX,Corporate,Oceanside,CA,048 Brian Estates Apt. 748,92054.0,United States,34.01664734,-117.7035217,1982-02-22
2891,Victoria,Pitts,XXXXXXXXX,XXXXXXXXX,Corporate,Lake Forest,CA,6532 Adam Glens Suite 222,92630.0,United States,38.55315399,-121.395546,1968-11-16
3306,Mary,Woods,XXXXXXXXX,XXXXXXXXX,Corporate,New York,NY,197 Angela Island,10023.0,United States,40.77587891,-73.98165894,1999-02-02
6670,Betty,Lopez,XXXXXXXXX,XXXXXXXXX,Corporate,West Chester,PA,81050 Yolanda Gateway,19380.0,United States,39.96376801,-75.60626221,1975-11-29
9723,Rose,White,XXXXXXXXX,XXXXXXXXX,Corporate,Los Angeles,CA,1643 David Road,90024.0,United States,34.03483582,-118.260025,1992-07-20
1662,George,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Bronx,NY,66380 Payne Ford,10460.0,United States,40.84042358,-73.87844849,1970-12-29
2709,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,New York,NY,962 Joseph Mountain,10128.0,United States,40.78022003,-73.95043945,1964-11-09
12101,Samantha,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Highland,CA,7503 Kenneth Greens Apt. 916,92346.0,United States,34.12934113,-117.1800232,1992-03-20
8078,Janet,Thomas,XXXXXXXXX,XXXXXXXXX,Corporate,Brooklyn,NY,526 Robinson Stream Apt. 338,11220.0,United States,40.6416893,-74.01692963,1992-01-18
2540,Patricia,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Indianapolis,IN,64030 Jackson River,46227.0,United States,39.64605331,-86.11961365,1986-06-18
4329,Mary,Ayala,XXXXXXXXX,XXXXXXXXX,Corporate,Lindenhurst,NY,558 Christopher Plaza Suite 022,11757.0,United States,40.68665695,-73.37553406,1981-08-31
8841,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Los Angeles,CA,659 Wade Parkway Suite 306,90037.0,United States,34.05233765,-118.2418137,1981-07-03
11822,Christian,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Stamford,CT,3355 Kevin Extension Suite 213,6902.0,United States,41.02079773,-73.52445984,1986-11-20
2386,Carl,Mayo,XXXXXXXXX,XXXXXXXXX,Corporate,San Bernardino,CA,42437 Delgado Trail,92404.0,United States,34.07757568,-117.2078857,1983-01-04
2228,Carolyn,Woods,XXXXXXXXX,XXXXXXXXX,Corporate,Aurora,CO,352 Allen Land,80015.0,United States,39.74221039,-104.8376007,1953-06-11
4911,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Greenville,NC,70293 Lynn Bypass Apt. 576,27834.0,United States,35.80388641,-77.47067261,1986-09-10
5214,Mary,Poole,XXXXXXXXX,XXXXXXXXX,Corporate,New York,NY,1296 Lawson Field Suite 447,10033.0,United States,40.6679306,-73.94806671,1992-01-27
2504,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,West Chester,PA,703 Lloyd Burg Suite 246,19380.0,United States,39.96376801,-75.60626221,1982-03-09
6741,Mary,Rogers,XXXXXXXXX,XXXXXXXXX,Corporate,Winter Park,FL,6373 Albert Estate Suite 712,32792.0,United States,28.60344505,-81.31519318,1984-02-24
8508,Eugene,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,New Orleans,LA,763 Miller Coves Suite 053,70117.0,United States,30.00569725,-90.06809235,1997-09-27
8652,Kenneth,Newman,XXXXXXXXX,XXXXXXXXX,Corporate,Woodside,NY,151 Michael Point Suite 933,11377.0,United States,40.67355728,-73.60962677,1988-04-25
7401,Mary,Moore,XXXXXXXXX,XXXXXXXXX,Corporate,Santa Clara,CA,13310 Gregory Park Suite 857,95051.0,United States,37.34420395,-121.9884415,1983-02-23
5698,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Fremont,CA,046 Ferguson Centers,94536.0,United States,37.55712128,-121.9916382,1978-04-18
4328,Doris,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Elyria,OH,922 Spencer Corner,44035.0,United States,41.42148209,-82.09407044,1984-09-04
12341,Roy,Fields,XXXXXXXXX,XXXXXXXXX,Corporate,Norcross,GA,13092 Heather Heights Suite 429,30093.0,United States,33.89028168,-84.19355774,1983-07-30
8507,Gloria,Dickson,XXXXXXXXX,XXXXXXXXX,Corporate,Milpitas,CA,7341 Taylor Keys,95035.0,United States,37.43395615,-121.8810654,1989-04-20
7882,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Round Rock,TX,5045 Phillip Square Suite 729,78664.0,United States,30.47071457,-97.64977264,1989-02-19
8281,Willie,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Bakersfield,CA,102 Sean Flat Apt. 092,93306.0,United States,35.38673019,-118.8938522,1986-03-02
10930,Gerald,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,San Jose,CA,543 Gary Fords Apt. 361,95124.0,United States,37.26665497,-121.9148026,1998-12-07
603,Austin,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Fresno,CA,827 Jordan Cove,93722.0,United States,34.22850037,-119.185585,2007-12-17
3884,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,North Bergen,NJ,79135 Rodriguez Views Suite 796,7047.0,United States,40.79859161,-74.00170898,2002-01-29
4708,Mary,Martin,XXXXXXXXX,XXXXXXXXX,Corporate,Roseburg,OR,636 Robinson Drive,97470.0,United States,43.20556259,-123.3465195,2001-05-10
11419,Jessica,Chaney,XXXXXXXXX,XXXXXXXXX,Corporate,York,PA,743 Williams Branch,17402.0,United States,39.9602356,-76.67675781,1968-09-27
4668,Mary,Schwartz,XXXXXXXXX,XXXXXXXXX,Corporate,Mechanicsburg,PA,611 Riley Plaza,17055.0,United States,40.21145248,-77.0072937,1990-08-12
6740,Brian,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Zanesville,OH,96775 Martinez Cape Apt. 072,43701.0,United States,39.91952896,-82.00141907,1986-06-04
3262,Mary,Brewer,XXXXXXXXX,XXXXXXXXX,Corporate,Aurora,IL,69550 Morgan Rapids,60504.0,United States,41.72254562,-88.27864075,1980-06-03
10957,Jessica,Turner,XXXXXXXXX,XXXXXXXXX,Corporate,Brooklyn,NY,45143 Reid Cliffs,11204.0,United States,40.67355347,-73.94458771,1966-09-05
11634,Ethan,Fleming,XXXXXXXXX,XXXXXXXXX,Corporate,San Diego,CA,873 Ashley Meadow,92102.0,United States,32.74446106,-117.1847839,1961-03-18
505,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Scottsdale,AZ,34776 Orozco Center,85254.0,United States,29.40739441,-98.65895081,1976-12-24
8026,Mary,Wade,XXXXXXXXX,XXXXXXXXX,Corporate,Middletown,OH,806 Gomez Cape,45044.0,United States,40.97532272,-80.56996918,1990-12-23
4991,Mary,Krause,XXXXXXXXX,XXXXXXXXX,Corporate,Greensboro,NC,6942 Lori Centers Apt. 570,27406.0,United States,36.05080414,-79.79826355,2008-04-23
7830,Christina,Carroll,XXXXXXXXX,XXXXXXXXX,Corporate,East Lansing,MI,6582 Glenn Roads,48823.0,United States,42.75529099,-84.45345306,1975-02-19
12034,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Simi Valley,CA,4696 Maria Corners Apt. 885,93063.0,United States,34.26791382,-118.6712112,1983-11-21
619,Matthew,Sutton,XXXXXXXXX,XXXXXXXXX,Corporate,Houston,TX,96053 Johnson Forge Apt. 967,77015.0,United States,29.77217293,-95.18963623,2001-08-08
10137,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Los Angeles,CA,66423 Miller Point Suite 875,90024.0,United States,34.06435013,-118.437088,1994-04-09
8640,Mary,Williams,XXXXXXXXX,XXXXXXXXX,Corporate,Diamond Bar,CA,851 Sanchez Crossroad Apt. 594,91765.0,United States,34.03541946,-117.8064346,2007-10-21
9636,Mary,Cruz,XXXXXXXXX,XXXXXXXXX,Corporate,San Francisco,CA,37506 Rich Forest Apt. 415,94122.0,United States,37.7617569,-122.4713516,1996-04-09
4316,Kevin,Tran,XXXXXXXXX,XXXXXXXXX,Corporate,Indianapolis,IN,46489 Ford Estate Suite 576,46226.0,United States,39.83699036,-86.01907349,1967-08-24
791,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Canton,MI,1177 Goodman Ramp,48187.0,United States,38.61802673,-121.3454514,1970-01-01
2772,Patricia,Johnson,XXXXXXXXX,XXXXXXXXX,Corporate,San Bernardino,CA,8680 Lewis Isle,92410.0,United States,34.11592865,-117.2950821,1982-10-15
2385,Sharon,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Costa Mesa,CA,3853 April Canyon,92627.0,United States,33.63584137,-117.9041443,1990-09-04
1891,Mary,Mora,XXXXXXXXX,XXXXXXXXX,Corporate,Painesville,OH,34628 Taylor Mountains,44077.0,United States,41.72412872,-81.24591065,1984-03-27
16649,Stella,Hester,XXXXXXXXX,XXXXXXXXX,Corporate,Spring Valley,CA,1934 Morgan Villages Suite 391,91977.0,United States,32.74972153,-117.0022583,1982-06-09
16648,Camille,Ferrell,XXXXXXXXX,XXXXXXXXX,Consumer,Fresno,CA,80484 Smith Cove Apt. 843,93722.0,United States,36.78120422,-119.7815475,2002-10-14
16647,Carly,Peterson,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,588 James Fields,725.0,Puerto Rico,18.24911308,-66.0370636,1993-05-10
16646,Shana,Hopkins,XXXXXXXXX,XXXXXXXXX,Consumer,Phoenix,AZ,610 Coleman Ferry,85029.0,United States,33.58987427,-112.1163712,1963-01-05
16645,Moana,Ryan,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,9773 Bell Groves,725.0,Puerto Rico,18.25066376,-66.03705597,2000-03-26
16644,Moana,Rose,XXXXXXXXX,XXXXXXXXX,Consumer,Atlanta,GA,43550 Joshua Streets Suite 405,30331.0,United States,33.63964081,-84.45851135,1998-09-06
16643,Teegan,Dunlap,XXXXXXXXX,XXXXXXXXX,Corporate,Caguas,PR,06326 Freeman Tunnel,725.0,Puerto Rico,18.20320702,-66.03705597,1984-01-01
16642,Lareina,Frank,XXXXXXXXX,XXXXXXXXX,Corporate,Strongsville,OH,0179 Joseph Glen Apt. 714,44136.0,United States,41.3469696,-81.82631683,1985-04-22
16641,Amanda,Brooks,XXXXXXXXX,XXXXXXXXX,Consumer,Brooklyn,NY,379 Jeffery Oval Apt. 217,11218.0,United States,40.64059448,-73.97518921,1982-09-15
16640,Veronica,Cabrera,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,802 Daniel Flats Suite 631,725.0,Puerto Rico,18.20663261,-66.0370636,1959-11-02
16639,Kirby,Saunders,XXXXXXXXX,XXXXXXXXX,Home Office,Portland,OR,340 Kelly Isle,97229.0,United States,45.54113007,-122.7773743,2003-04-30
16638,Kevyn,Cunningham,XXXXXXXXX,XXXXXXXXX,Home Office,Catonsville,MD,48789 Flores Stream,21228.0,United States,39.27961731,-76.71038055,2001-06-01
16637,Stacy,Albert,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,05601 Miller Neck Apt. 913,725.0,Puerto Rico,18.22870827,-66.0370636,2006-04-20
16636,Alexis,Hunt,XXXXXXXXX,XXXXXXXXX,Corporate,Eugene,OR,5143 Horton Shoals,97405.0,United States,44.0263443,-123.0935287,1980-04-21
16635,Rose,Parks,XXXXXXXXX,XXXXXXXXX,Home Office,Hayward,CA,9797 Diaz Fork,94544.0,United States,37.67551041,-122.0496826,1958-12-27
16634,Shelby,Horton,XXXXXXXXX,XXXXXXXXX,Home Office,Los Angeles,CA,550 Hurley Forges Suite 468,90011.0,United States,34.00455093,-118.2600937,1989-06-05
16633,Lilah,Mendoza,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,187 Wood Villages,725.0,Puerto Rico,18.2652607,-66.0370636,1985-12-18
16632,Gisela,Watson,XXXXXXXXX,XXXXXXXXX,Home Office,Lynnwood,WA,52941 Grant Street Suite 962,98037.0,United States,47.84322357,-122.2460785,1999-12-16
16631,Danielle,White,XXXXXXXXX,XXXXXXXXX,Consumer,Dallas,TX,0748 Elliott Hills,75243.0,United States,32.9131012,-96.73959351,1980-10-20
16630,Blair,Callahan,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,147 Vasquez Mews Suite 684,725.0,Puerto Rico,18.25198364,-66.03705597,1984-02-12
4768,Amanda,Hays,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,968 Jamie Springs Suite 319,725.0,Puerto Rico,18.24871254,-66.37062073,1980-12-15
9037,Laura,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Bellflower,CA,494 Perkins Cape,90706.0,United States,34.16016388,-118.3745346,1953-12-19
5783,Daniel,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Indianapolis,IN,41298 Robert Lights,46227.0,United States,39.64605331,-86.11961365,2005-04-28
9532,Ann,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,Amarillo,TX,118 Warner Wall,79109.0,United States,35.18754196,-101.8676224,1977-06-24
7279,Emily,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Massillon,OH,80595 Carson Knolls,44646.0,United States,40.75095749,-81.51673126,1977-11-25
